2016-07-24,AAPL,8382
2016-07-25,AAPL,9661
2016-07-26,AAPL,10364
2016-07-27,AAPL,10782
2016-07-28,AAPL,10606
2016-07-29,AAPL,10145
2016-07-30,AAPL,8777
2016-07-31,AAPL,9168
2016-08-01,AAPL,9742
2016-08-02,AAPL,9663
2016-08-03,AAPL,9625
2016-08-04,AAPL,9336
2016-08-05,AAPL,8889
2016-08-06,AAPL,7659
2016-08-07,AAPL,7997
2016-08-08,AAPL,8848
2016-08-09,AAPL,9235
2016-08-10,AAPL,9083
2016-08-11,AAPL,9285
2016-08-12,AAPL,8817
2016-08-13,AAPL,7607
2016-08-14,AAPL,7789
2016-08-15,AAPL,9136
2016-08-16,AAPL,9448
2016-08-17,AAPL,9456
2016-08-18,AAPL,9477
2016-08-19,AAPL,8831
2016-08-20,AAPL,7741
2016-08-21,AAPL,8542
2016-08-22,AAPL,9558
2016-08-23,AAPL,10560
2016-08-24,AAPL,10648
2016-08-25,AAPL,10802
2016-08-26,AAPL,10408
2016-08-27,AAPL,8422
2016-08-28,AAPL,9194
2016-08-29,AAPL,10723
2016-08-30,AAPL,23023
2016-08-31,AAPL,17324
2016-09-01,AAPL,13514
2016-09-02,AAPL,12053
2016-09-03,AAPL,9653
2016-09-04,AAPL,10529
2016-09-05,AAPL,11295
2016-09-06,AAPL,13519
2016-09-07,AAPL,25154
2016-09-08,AAPL,25100
2016-09-09,AAPL,21753
2016-09-10,AAPL,16086
2016-09-11,AAPL,16341
2016-09-12,AAPL,16571
2016-09-13,AAPL,17188
2016-09-14,AAPL,16233
2016-09-15,AAPL,17705
2016-09-16,AAPL,16738
2016-09-17,AAPL,16897
2016-09-18,AAPL,17001
2016-09-19,AAPL,18330
2016-09-20,AAPL,19868
2016-09-21,AAPL,22671
2016-09-22,AAPL,21822
2016-09-23,AAPL,13716
2016-09-24,AAPL,11070
2016-09-25,AAPL,17863
2016-09-26,AAPL,16354
2016-09-27,AAPL,16362
2016-09-28,AAPL,18090
2016-09-29,AAPL,17779
2016-09-30,AAPL,17132
2016-10-01,AAPL,13573
2016-10-02,AAPL,14784
2016-10-03,AAPL,18611
2016-10-04,AAPL,17367
2016-10-05,AAPL,15889
2016-10-06,AAPL,16433
2016-10-07,AAPL,16040
2016-10-08,AAPL,12918
2016-10-09,AAPL,16499
2016-10-10,AAPL,40474
2016-10-11,AAPL,43761
2016-10-12,AAPL,44083
2016-10-13,AAPL,21684
2016-10-14,AAPL,14008
2016-10-15,AAPL,12985
2016-10-16,AAPL,13313
2016-10-17,AAPL,14369
2016-10-18,AAPL,14104
2016-10-19,AAPL,13939
2016-10-20,AAPL,14093
2016-10-21,AAPL,12695
2016-10-22,AAPL,11295
2016-10-23,AAPL,12784
2016-10-24,AAPL,14049
2016-10-25,AAPL,15200
2016-10-26,AAPL,15502
2016-10-27,AAPL,15858
2016-10-28,AAPL,13296
2016-10-29,AAPL,10598
2016-10-30,AAPL,11131
2016-10-31,AAPL,13096
2016-11-01,AAPL,13874
2016-11-02,AAPL,13534
2016-11-03,AAPL,14182
2016-11-04,AAPL,13543
2016-11-05,AAPL,11763
2016-11-06,AAPL,12972
2016-11-07,AAPL,13444
2016-11-08,AAPL,13377
2016-11-09,AAPL,11890
2016-11-10,AAPL,12221
2016-11-11,AAPL,10943
2016-11-12,AAPL,9662
2016-11-13,AAPL,10665
2016-11-14,AAPL,13568
2016-11-15,AAPL,13302
2016-11-16,AAPL,14031
2016-11-17,AAPL,13416
2016-11-18,AAPL,11882
2016-11-19,AAPL,10299
2016-11-20,AAPL,14807
2016-11-21,AAPL,14695
2016-11-22,AAPL,14988
2016-11-23,AAPL,15023
2016-11-24,AAPL,12145
2016-11-25,AAPL,12548
2016-11-26,AAPL,13360
2016-11-27,AAPL,11960
2016-11-28,AAPL,13777
2016-11-29,AAPL,14063
2016-11-30,AAPL,14743
2016-12-01,AAPL,14258
2016-12-02,AAPL,13314
2016-12-03,AAPL,11010
2016-12-04,AAPL,12286
2016-12-05,AAPL,14097
2016-12-06,AAPL,13708
2016-12-07,AAPL,14215
2016-12-08,AAPL,13755
2016-12-09,AAPL,11654
2016-12-10,AAPL,9589
2016-12-11,AAPL,10937
2016-12-12,AAPL,12846
2016-12-13,AAPL,13119
2016-12-14,AAPL,13047
2016-12-15,AAPL,12521
2016-12-16,AAPL,10982
2016-12-17,AAPL,10312
2016-12-18,AAPL,10189
2016-12-19,AAPL,11138
2016-12-20,AAPL,11114
2016-12-21,AAPL,11003
2016-12-22,AAPL,14614
2016-12-23,AAPL,8959
2016-12-24,AAPL,7750
2016-12-25,AAPL,8433
2016-12-26,AAPL,10388
2016-12-27,AAPL,11381
2016-12-28,AAPL,11127
2016-12-29,AAPL,11501
2016-12-30,AAPL,9806
2016-12-31,AAPL,8149
2017-01-01,AAPL,8112
2015-07-01,AMZN,9828
2015-07-02,AMZN,10599
2015-07-03,AMZN,8953
2015-07-04,AMZN,7631
2015-07-05,AMZN,8248
2015-07-06,AMZN,10888
2015-07-07,AMZN,11043
2015-07-08,AMZN,10900
2015-07-09,AMZN,9957
2015-07-10,AMZN,10746
2015-07-11,AMZN,8249
2015-07-12,AMZN,8016
2015-07-13,AMZN,10217
2015-07-14,AMZN,11492
2015-07-15,AMZN,15581
2015-07-16,AMZN,13087
2015-07-17,AMZN,8954
2015-07-18,AMZN,7579
2015-07-19,AMZN,7662
2015-07-20,AMZN,9781
2015-07-21,AMZN,10168
2015-07-22,AMZN,9961
2015-07-23,AMZN,10832
2015-07-24,AMZN,12810
2015-07-25,AMZN,9596
2015-07-26,AMZN,9372
2015-07-27,AMZN,10659
2015-07-28,AMZN,11211
2015-07-29,AMZN,11613
2015-07-30,AMZN,12418
2015-07-31,AMZN,10947
2015-08-01,AMZN,8776
2015-08-02,AMZN,8795
2015-08-03,AMZN,9155
2015-08-04,AMZN,10858
2015-08-05,AMZN,10711
2015-08-06,AMZN,10461
2015-08-07,AMZN,11175
2015-08-08,AMZN,9813
2015-08-09,AMZN,8876
2015-08-10,AMZN,10833
2015-08-11,AMZN,11688
2015-08-12,AMZN,10718
2015-08-13,AMZN,10145
2015-08-14,AMZN,9084
2015-08-15,AMZN,8671
2015-08-16,AMZN,10852
2015-08-17,AMZN,15280
2015-08-18,AMZN,14686
2015-08-19,AMZN,12103
2015-08-20,AMZN,11285
2015-08-21,AMZN,11008
2015-08-22,AMZN,9857
2015-08-23,AMZN,8735
2015-08-24,AMZN,10610
2015-08-25,AMZN,10471
2015-08-26,AMZN,10611
2015-08-27,AMZN,10465
2015-08-28,AMZN,11294
2015-08-29,AMZN,8349
2015-08-30,AMZN,8760
2015-08-31,AMZN,10139
2015-09-01,AMZN,10473
2015-09-02,AMZN,10906
2015-09-03,AMZN,12579
2015-09-04,AMZN,10177
2015-09-05,AMZN,8935
2015-09-06,AMZN,9132
2015-09-07,AMZN,12246
2015-09-08,AMZN,11474
2015-09-09,AMZN,11351
2015-09-10,AMZN,11514
2015-09-11,AMZN,10584
2015-09-12,AMZN,9126
2015-09-13,AMZN,9235
2015-09-14,AMZN,11101
2015-09-15,AMZN,11684
2015-09-16,AMZN,11356
2015-09-17,AMZN,11478
2015-09-18,AMZN,12444
2015-09-19,AMZN,9908
2015-09-20,AMZN,10026
2015-09-21,AMZN,11467
2015-09-22,AMZN,11409
2015-09-23,AMZN,10934
2015-09-24,AMZN,11546
2015-09-25,AMZN,11212
2015-09-26,AMZN,8933
2015-09-27,AMZN,9454
2015-09-28,AMZN,11593
2015-09-29,AMZN,12873
2015-09-30,AMZN,12756
2015-10-01,AMZN,10032
2015-10-02,AMZN,9874
2015-10-03,AMZN,8435
2015-10-04,AMZN,8910
2015-10-05,AMZN,11382
2015-10-06,AMZN,11314
2015-10-07,AMZN,11500
2015-10-08,AMZN,11541
2015-10-09,AMZN,10495
2015-10-10,AMZN,8782
2015-10-11,AMZN,10858
2015-10-12,AMZN,12122
2015-10-13,AMZN,12631
2015-10-14,AMZN,12151
2015-10-15,AMZN,12316
2015-10-16,AMZN,11604
2015-10-17,AMZN,9396
2015-10-18,AMZN,10114
2015-10-19,AMZN,12600
2015-10-20,AMZN,11777
2015-10-21,AMZN,11214
2015-10-22,AMZN,11136
2015-10-23,AMZN,12548
2015-10-24,AMZN,9975
2015-10-25,AMZN,10365
2015-10-26,AMZN,12559
2015-10-27,AMZN,12653
2015-10-28,AMZN,11689
2015-10-29,AMZN,10433
2015-10-30,AMZN,10021
2015-10-31,AMZN,8784
2015-11-01,AMZN,8776
2015-11-02,AMZN,10917
2015-11-03,AMZN,11711
2015-11-04,AMZN,12118
2015-11-05,AMZN,12239
2015-11-06,AMZN,10863
2015-11-07,AMZN,9296
2015-11-08,AMZN,10273
2015-11-09,AMZN,11989
2015-11-10,AMZN,12684
2015-11-11,AMZN,12561
2015-11-12,AMZN,12951
2015-11-13,AMZN,10205
2015-11-14,AMZN,8890
2015-11-15,AMZN,11406
2015-11-16,AMZN,10729
2015-11-17,AMZN,11038
2015-11-18,AMZN,11165
2015-11-19,AMZN,11430
2015-11-20,AMZN,10225
2015-11-21,AMZN,9094
2015-11-22,AMZN,9963
2015-11-23,AMZN,11721
2015-11-24,AMZN,12234
2015-11-25,AMZN,13081
2015-11-26,AMZN,12728
2015-11-27,AMZN,12507
2015-11-28,AMZN,10771
2015-11-29,AMZN,11240
2015-11-30,AMZN,14794
2015-12-01,AMZN,13973
2015-12-02,AMZN,12842
2015-12-03,AMZN,12391
2015-12-04,AMZN,12304
2015-12-05,AMZN,10961
2015-12-06,AMZN,11621
2015-12-07,AMZN,13722
2015-12-08,AMZN,14729
2015-12-09,AMZN,13382
2015-12-10,AMZN,12496
2015-12-11,AMZN,11859
2015-12-12,AMZN,10521
2015-12-13,AMZN,11118
2015-12-14,AMZN,14162
2015-12-15,AMZN,12929
2015-12-16,AMZN,12299
2015-12-17,AMZN,12246
2015-12-18,AMZN,11795
2015-12-19,AMZN,9671
2015-12-20,AMZN,9483
2015-12-21,AMZN,10514
2015-12-22,AMZN,10317
2015-12-23,AMZN,9562
2015-12-24,AMZN,7847
2015-12-25,AMZN,7731
2015-12-26,AMZN,8376
2015-12-27,AMZN,10028
2015-12-28,AMZN,9868
2015-12-29,AMZN,9473
2015-12-30,AMZN,9343
2015-12-31,AMZN,7918
2016-01-01,AMZN,7507
2016-01-02,AMZN,8975
2016-01-03,AMZN,8897
2016-01-04,AMZN,10794
2016-01-05,AMZN,10697
2016-01-06,AMZN,10588
2016-01-07,AMZN,10338
2016-01-08,AMZN,9895
2016-01-09,AMZN,8767
2016-01-10,AMZN,8927
2016-01-11,AMZN,11110
2016-01-12,AMZN,10977
2016-01-13,AMZN,10851
2016-01-14,AMZN,10031
2016-01-15,AMZN,11328
2016-01-16,AMZN,10416
2016-01-17,AMZN,9327
2016-01-18,AMZN,10554
2016-01-19,AMZN,11196
2016-01-20,AMZN,11236
2016-01-21,AMZN,12121
2016-01-22,AMZN,11823
2016-01-23,AMZN,9696
2016-01-24,AMZN,9587
2016-01-25,AMZN,11201
2016-01-26,AMZN,11106
2016-01-27,AMZN,12010
2016-01-28,AMZN,12607
2016-01-29,AMZN,12983
2016-01-30,AMZN,10444
2016-01-31,AMZN,10602
2016-02-01,AMZN,11904
2016-02-02,AMZN,11732
2016-02-03,AMZN,12023
2016-02-04,AMZN,11869
2016-02-05,AMZN,10696
2016-02-06,AMZN,8371
2016-02-07,AMZN,8560
2016-02-08,AMZN,12246
2016-02-09,AMZN,11418
2016-02-10,AMZN,11000
2016-02-11,AMZN,11359
2016-02-12,AMZN,10266
2016-02-13,AMZN,8896
2016-02-14,AMZN,8684
2016-02-15,AMZN,10728
2016-02-16,AMZN,11158
2016-02-17,AMZN,10945
2016-02-18,AMZN,10998
2016-02-19,AMZN,10544
2016-02-20,AMZN,9665
2016-02-21,AMZN,9145
2016-02-22,AMZN,11111
2016-02-23,AMZN,11809
2016-02-24,AMZN,10828
2016-02-25,AMZN,11003
2016-02-26,AMZN,10118
2016-02-27,AMZN,8937
2016-02-28,AMZN,9373
2016-02-29,AMZN,10879
2016-03-01,AMZN,10612
2016-03-02,AMZN,11088
2016-03-03,AMZN,11036
2016-03-04,AMZN,10355
2016-03-05,AMZN,8276
2016-03-06,AMZN,8650
2016-03-07,AMZN,10587
2016-03-08,AMZN,10175
2016-03-09,AMZN,10919
2016-03-10,AMZN,11514
2016-03-11,AMZN,10000
2016-03-12,AMZN,8907
2016-03-13,AMZN,9002
2016-03-14,AMZN,10648
2016-03-15,AMZN,10061
2016-03-16,AMZN,11218
2016-03-17,AMZN,10652
2016-03-18,AMZN,10632
2016-03-19,AMZN,9152
2016-03-20,AMZN,8937
2016-03-21,AMZN,10656
2016-03-22,AMZN,9993
2016-03-23,AMZN,9392
2016-03-24,AMZN,9138
2016-03-25,AMZN,9600
2016-03-26,AMZN,8775
2016-03-27,AMZN,7988
2016-03-28,AMZN,9718
2016-03-29,AMZN,10506
2016-03-30,AMZN,11045
2016-03-31,AMZN,10499
2016-04-01,AMZN,9388
2016-04-02,AMZN,8327
2016-04-03,AMZN,8537
2016-04-04,AMZN,10608
2016-04-05,AMZN,10483
2016-04-06,AMZN,10983
2016-04-07,AMZN,9812
2016-04-08,AMZN,9226
2016-04-09,AMZN,8230
2016-04-10,AMZN,8503
2016-04-11,AMZN,11835
2016-04-12,AMZN,10356
2016-04-13,AMZN,12630
2016-04-14,AMZN,10232
2016-04-15,AMZN,9178
2016-04-16,AMZN,9660
2016-04-17,AMZN,7976
2016-04-18,AMZN,10284
2016-04-19,AMZN,10506
2016-04-20,AMZN,10413
2016-04-21,AMZN,10451
2016-04-22,AMZN,9540
2016-04-23,AMZN,8002
2016-04-24,AMZN,11391
2016-04-25,AMZN,10763
2016-04-26,AMZN,10964
2016-04-27,AMZN,10657
2016-04-28,AMZN,10607
2016-04-29,AMZN,10578
2016-04-30,AMZN,8122
2016-05-01,AMZN,8048
2016-05-02,AMZN,10118
2016-05-03,AMZN,10239
2016-05-04,AMZN,10100
2016-05-05,AMZN,10128
2016-05-06,AMZN,9242
2016-05-07,AMZN,7926
2016-05-08,AMZN,7967
2016-05-09,AMZN,10085
2016-05-10,AMZN,11247
2016-05-11,AMZN,11370
2016-05-12,AMZN,10944
2016-05-13,AMZN,10608
2016-05-14,AMZN,8248
2016-05-15,AMZN,8258
2016-05-16,AMZN,10699
2016-05-17,AMZN,12977
2016-05-18,AMZN,10595
2016-05-19,AMZN,10453
2016-05-20,AMZN,9532
2016-05-21,AMZN,8161
2016-05-22,AMZN,8481
2016-05-23,AMZN,10775
2016-05-24,AMZN,11322
2016-05-25,AMZN,10744
2016-05-26,AMZN,11110
2016-05-27,AMZN,9467
2016-05-28,AMZN,10331
2016-05-29,AMZN,8338
2016-05-30,AMZN,9752
2016-05-31,AMZN,10163
2016-06-01,AMZN,10484
2016-06-02,AMZN,10720
2016-06-03,AMZN,9450
2016-06-04,AMZN,8842
2016-06-05,AMZN,9064
2016-06-06,AMZN,10041
2016-06-07,AMZN,10160
2016-06-08,AMZN,12060
2016-06-09,AMZN,11213
2016-06-10,AMZN,9443
2016-06-11,AMZN,7741
2016-06-12,AMZN,8558
2016-06-13,AMZN,9667
2016-06-14,AMZN,9859
2016-06-15,AMZN,10493
2016-06-16,AMZN,9962
2016-06-17,AMZN,9581
2016-06-18,AMZN,8017
2016-06-19,AMZN,8116
2016-06-20,AMZN,9839
2016-06-21,AMZN,10388
2016-06-22,AMZN,10247
2016-06-23,AMZN,10308
2016-06-24,AMZN,10346
2016-06-25,AMZN,9871
2016-06-26,AMZN,9488
2016-06-27,AMZN,9492
2016-06-28,AMZN,10262
2016-06-29,AMZN,10425
2016-06-30,AMZN,10183
2016-07-01,AMZN,9271
2016-07-02,AMZN,8316
2016-07-03,AMZN,8940
2016-07-04,AMZN,10350
2016-07-05,AMZN,10654
2016-07-06,AMZN,12031
2016-07-07,AMZN,11954
2016-07-08,AMZN,10668
2016-07-09,AMZN,10296
2016-07-10,AMZN,11795
2016-07-11,AMZN,12098
2016-07-12,AMZN,13632
2016-07-13,AMZN,12001
2016-07-14,AMZN,11070
2016-07-15,AMZN,10148
2016-07-16,AMZN,9121
