2015-07-01,AAPL,11551
2015-07-02,AAPL,12192
2015-07-03,AAPL,10946
2015-07-04,AAPL,9718
2015-07-05,AAPL,10826
2015-07-06,AAPL,11711
2015-07-07,AAPL,13505
2015-07-08,AAPL,14554
2015-07-09,AAPL,13725
2015-07-10,AAPL,12394
2015-07-11,AAPL,10612
2015-07-12,AAPL,11718
2015-07-13,AAPL,12479
2015-07-14,AAPL,11447
2015-07-15,AAPL,10436
2015-07-16,AAPL,10174
2015-07-17,AAPL,9553
2015-07-18,AAPL,8380
2015-07-19,AAPL,9053
2015-07-20,AAPL,11562
2015-07-21,AAPL,12601
2015-07-22,AAPL,14158
2015-07-23,AAPL,11720
2015-07-24,AAPL,10423
2015-07-25,AAPL,8847
2015-07-26,AAPL,10143
2015-07-27,AAPL,10768
2015-07-28,AAPL,10424
2015-07-29,AAPL,17946
2015-07-30,AAPL,10358
2015-07-31,AAPL,9702
2015-08-01,AAPL,8582
2015-08-02,AAPL,8606
2015-08-03,AAPL,9117
2015-08-04,AAPL,10643
2015-08-05,AAPL,10773
2015-08-06,AAPL,10605
2015-08-07,AAPL,9945
2015-08-08,AAPL,8471
2015-08-09,AAPL,9310
2015-08-10,AAPL,11423
2015-08-11,AAPL,13982
2015-08-12,AAPL,12397
2015-08-13,AAPL,11585
2015-08-14,AAPL,10346
2015-08-15,AAPL,9086
2015-08-16,AAPL,10693
2015-08-17,AAPL,11900
2015-08-18,AAPL,11848
2015-08-19,AAPL,11008
2015-08-20,AAPL,11425
2015-08-21,AAPL,10455
2015-08-22,AAPL,8969
2015-08-23,AAPL,9896
2015-08-24,AAPL,11587
2015-08-25,AAPL,12128
2015-08-26,AAPL,12134
2015-08-27,AAPL,11308
2015-08-28,AAPL,10691
2015-08-29,AAPL,8632
2015-08-30,AAPL,10543
2015-08-31,AAPL,12582
2015-09-01,AAPL,12795
2015-09-02,AAPL,13353
2015-09-03,AAPL,12346
2015-09-04,AAPL,11848
2015-09-05,AAPL,10306
2015-09-06,AAPL,11500
2015-09-07,AAPL,14062
2015-09-08,AAPL,15472
2015-09-09,AAPL,23642
2015-09-10,AAPL,23704
2015-09-11,AAPL,18075
2015-09-12,AAPL,17900
2015-09-13,AAPL,15357
2015-09-14,AAPL,17669
2015-09-15,AAPL,17392
2015-09-16,AAPL,17715
2015-09-17,AAPL,16648
2015-09-18,AAPL,14835
2015-09-19,AAPL,11371
2015-09-20,AAPL,13078
2015-09-21,AAPL,16350
2015-09-22,AAPL,16818
2015-09-23,AAPL,14855
2015-09-24,AAPL,14405
2015-09-25,AAPL,14366
2015-09-26,AAPL,12168
2015-09-27,AAPL,14647
2015-09-28,AAPL,17979
2015-09-29,AAPL,16933
2015-09-30,AAPL,15986
2015-10-01,AAPL,14811
2015-10-02,AAPL,13771
2015-10-03,AAPL,11941
2015-10-04,AAPL,12754
2015-10-05,AAPL,17060
2015-10-06,AAPL,16811
2015-10-07,AAPL,16383
2015-10-08,AAPL,15736
2015-10-09,AAPL,14509
2015-10-10,AAPL,15472
2015-10-11,AAPL,12589
2015-10-12,AAPL,16101
2015-10-13,AAPL,16195
2015-10-14,AAPL,14917
2015-10-15,AAPL,15252
2015-10-16,AAPL,14043
2015-10-17,AAPL,12207
2015-10-18,AAPL,12730
2015-10-19,AAPL,20719
2015-10-20,AAPL,15293
2015-10-21,AAPL,14257
2015-10-22,AAPL,14495
2015-10-23,AAPL,14231
2015-10-24,AAPL,11895
2015-10-25,AAPL,13234
2015-10-26,AAPL,14500
2015-10-27,AAPL,15096
2015-10-28,AAPL,17414
2015-10-29,AAPL,14978
2015-10-30,AAPL,13012
2015-10-31,AAPL,10711
2015-11-01,AAPL,13285
2015-11-02,AAPL,15014
2015-11-03,AAPL,14990
2015-11-04,AAPL,14564
2015-11-05,AAPL,14733
2015-11-06,AAPL,13711
2015-11-07,AAPL,11269
2015-11-08,AAPL,11790
2015-11-09,AAPL,13874
2015-11-10,AAPL,13925
2015-11-11,AAPL,13929
2015-11-12,AAPL,14040
2015-11-13,AAPL,12420
2015-11-14,AAPL,10369
2015-11-15,AAPL,12087
2015-11-16,AAPL,13661
2015-11-17,AAPL,14263
2015-11-18,AAPL,13797
2015-11-19,AAPL,13947
2015-11-20,AAPL,12219
2015-11-21,AAPL,10298
2015-11-22,AAPL,11362
2015-11-23,AAPL,13641
2015-11-24,AAPL,12629
2015-11-25,AAPL,11684
2015-11-26,AAPL,11219
2015-11-27,AAPL,10072
2015-11-28,AAPL,9465
2015-11-29,AAPL,11622
2015-11-30,AAPL,13725
2015-12-01,AAPL,14012
2015-12-02,AAPL,14700
2015-12-03,AAPL,14169
2015-12-04,AAPL,15372
2015-12-05,AAPL,10236
2015-12-06,AAPL,11639
2015-12-07,AAPL,13315
2015-12-08,AAPL,14026
2015-12-09,AAPL,13735
2015-12-10,AAPL,13305
2015-12-11,AAPL,12241
2015-12-12,AAPL,10031
2015-12-13,AAPL,10960
2015-12-14,AAPL,12766
2015-12-15,AAPL,12165
2015-12-16,AAPL,11669
2015-12-17,AAPL,11992
2015-12-18,AAPL,10659
2015-12-19,AAPL,9003
2015-12-20,AAPL,9231
2015-12-21,AAPL,14935
2015-12-22,AAPL,11425
2015-12-23,AAPL,10142
2015-12-24,AAPL,9426
2015-12-25,AAPL,8962
2015-12-26,AAPL,10131
2015-12-27,AAPL,10467
2015-12-28,AAPL,10915
2015-12-29,AAPL,11920
2015-12-30,AAPL,11370
2015-12-31,AAPL,9717
2016-01-01,AAPL,9195
2016-01-02,AAPL,11263
2016-01-03,AAPL,12342
2016-01-04,AAPL,17188
2016-01-05,AAPL,13686
2016-01-06,AAPL,13276
2016-01-07,AAPL,13825
2016-01-08,AAPL,12831
2016-01-09,AAPL,11192
2016-01-10,AAPL,13058
2016-01-11,AAPL,14118
2016-01-12,AAPL,13215
2016-01-13,AAPL,12876
2016-01-14,AAPL,13055
2016-01-15,AAPL,12025
2016-01-16,AAPL,10656
2016-01-17,AAPL,11151
2016-01-18,AAPL,12684
2016-01-19,AAPL,14409
2016-01-20,AAPL,13187
2016-01-21,AAPL,13383
2016-01-22,AAPL,12632
2016-01-23,AAPL,10681
2016-01-24,AAPL,11338
2016-01-25,AAPL,12960
2016-01-26,AAPL,14250
2016-01-27,AAPL,16414
2016-01-28,AAPL,14637
2016-01-29,AAPL,13126
2016-01-30,AAPL,10438
2016-01-31,AAPL,11295
2016-02-01,AAPL,16438
2016-02-02,AAPL,15982
2016-02-03,AAPL,14749
2016-02-04,AAPL,14499
2016-02-05,AAPL,13370
2016-02-06,AAPL,11996
2016-02-07,AAPL,13211
2016-02-08,AAPL,14195
2016-02-09,AAPL,13723
2016-02-10,AAPL,12712
2016-02-11,AAPL,12668
2016-02-12,AAPL,11488
2016-02-13,AAPL,10178
2016-02-14,AAPL,10490
2016-02-15,AAPL,12843
2016-02-16,AAPL,14085
2016-02-17,AAPL,15771
2016-02-18,AAPL,15897
2016-02-19,AAPL,14099
2016-02-20,AAPL,12966
2016-02-21,AAPL,13679
2016-02-22,AAPL,16846
2016-02-23,AAPL,16103
2016-02-24,AAPL,15661
2016-02-25,AAPL,16154
2016-02-26,AAPL,14063
2016-02-27,AAPL,11593
2016-02-28,AAPL,13289
2016-02-29,AAPL,14316
2016-03-01,AAPL,14512
2016-03-02,AAPL,13752
2016-03-03,AAPL,13395
2016-03-04,AAPL,11892
2016-03-05,AAPL,10421
2016-03-06,AAPL,11112
2016-03-07,AAPL,13516
2016-03-08,AAPL,13517
2016-03-09,AAPL,12804
2016-03-10,AAPL,13132
2016-03-11,AAPL,11726
2016-03-12,AAPL,10143
2016-03-13,AAPL,11202
2016-03-14,AAPL,12999
2016-03-15,AAPL,12658
2016-03-16,AAPL,13278
2016-03-17,AAPL,13327
2016-03-18,AAPL,12332
2016-03-19,AAPL,9917
2016-03-20,AAPL,10947
2016-03-21,AAPL,17108
2016-03-22,AAPL,15535
2016-03-23,AAPL,12650
2016-03-24,AAPL,11806
2016-03-25,AAPL,10450
2016-03-26,AAPL,9667
2016-03-27,AAPL,10879
2016-03-28,AAPL,11930
2016-03-29,AAPL,13776
2016-03-30,AAPL,12885
2016-03-31,AAPL,12688
2016-04-01,AAPL,27033
2016-04-02,AAPL,12437
2016-04-03,AAPL,11511
2016-04-04,AAPL,13465
2016-04-05,AAPL,12785
2016-04-06,AAPL,14045
2016-04-07,AAPL,12586
2016-04-08,AAPL,11213
2016-04-09,AAPL,9413
2016-04-10,AAPL,10562
2016-04-11,AAPL,13375
2016-04-12,AAPL,12027
2016-04-13,AAPL,11907
2016-04-14,AAPL,11409
2016-04-15,AAPL,10417
2016-04-16,AAPL,8515
2016-04-17,AAPL,9747
2016-04-18,AAPL,13395
2016-04-19,AAPL,12854
2016-04-20,AAPL,12523
2016-04-21,AAPL,12111
2016-04-22,AAPL,11857
2016-04-23,AAPL,9944
2016-04-24,AAPL,10374
2016-04-25,AAPL,12422
2016-04-26,AAPL,13855
2016-04-27,AAPL,15439
2016-04-28,AAPL,13968
2016-04-29,AAPL,11556
2016-04-30,AAPL,9373
2016-05-01,AAPL,10209
2016-05-02,AAPL,11998
2016-05-03,AAPL,12420
2016-05-04,AAPL,12109
2016-05-05,AAPL,12487
2016-05-06,AAPL,10660
2016-05-07,AAPL,8790
2016-05-08,AAPL,8995
2016-05-09,AAPL,11696
2016-05-10,AAPL,11956
2016-05-11,AAPL,11928
2016-05-12,AAPL,12061
2016-05-13,AAPL,11460
2016-05-14,AAPL,9140
2016-05-15,AAPL,9180
2016-05-16,AAPL,12705
2016-05-17,AAPL,13453
2016-05-18,AAPL,13697
2016-05-19,AAPL,16583
2016-05-20,AAPL,13936
2016-05-21,AAPL,10981
2016-05-22,AAPL,10629
2016-05-23,AAPL,12830
2016-05-24,AAPL,12483
2016-05-25,AAPL,12058
2016-05-26,AAPL,11524
2016-05-27,AAPL,10824
2016-05-28,AAPL,8718
2016-05-29,AAPL,8808
2016-05-30,AAPL,9939
2016-05-31,AAPL,11005
2016-06-01,AAPL,10559
2016-06-02,AAPL,10668
2016-06-03,AAPL,9755
2016-06-04,AAPL,8723
2016-06-05,AAPL,8947
2016-06-06,AAPL,10950
2016-06-07,AAPL,10839
2016-06-08,AAPL,10801
2016-06-09,AAPL,10473
2016-06-10,AAPL,9729
2016-06-11,AAPL,8466
2016-06-12,AAPL,8644
2016-06-13,AAPL,12312
2016-06-14,AAPL,12553
2016-06-15,AAPL,11642
2016-06-16,AAPL,10706
2016-06-17,AAPL,9879
2016-06-18,AAPL,8595
2016-06-19,AAPL,9285
2016-06-20,AAPL,12016
2016-06-21,AAPL,11343
2016-06-22,AAPL,10490
2016-06-23,AAPL,10536
2016-06-24,AAPL,9256
2016-06-25,AAPL,8439
2016-06-26,AAPL,9559
2016-06-27,AAPL,9901
2016-06-28,AAPL,10443
2016-06-29,AAPL,10010
2016-06-30,AAPL,9674
2016-07-01,AAPL,9284
2016-07-02,AAPL,8003
2016-07-03,AAPL,8376
2016-07-04,AAPL,9113
2016-07-05,AAPL,9483
2016-07-06,AAPL,9124
2016-07-07,AAPL,8862
2016-07-08,AAPL,8177
2016-07-09,AAPL,7554
2016-07-10,AAPL,7788
2016-07-11,AAPL,9118
2016-07-12,AAPL,9999
2016-07-13,AAPL,9038
2016-07-14,AAPL,8985
2016-07-15,AAPL,8132
2016-07-16,AAPL,7629
2016-07-17,AAPL,8002
2016-07-18,AAPL,9325
2016-07-19,AAPL,9247
2016-07-20,AAPL,9266
2016-07-21,AAPL,9880
2016-07-22,AAPL,8689
2016-07-23,AAPL,7727
